country,year,population,pop_density,net_migration,migration_perc,region,adminregion,incomeLevel,longitude,latitude,population_log,pop_density_log
Afghanistan,1994,17075727.0,26.1552660601048,1259124.0,0.07373765111142852,South Asia,South Asia,Low income,69.1761,34.5228,16.65316853938152,3.2640505492084113
Afghanistan,1995,18110657.0,27.740491070061,1034930.0,0.057144807060285005,South Asia,South Asia,Low income,69.1761,34.5228,16.712011107500835,3.3228931173277254
Afghanistan,1996,18853437.0,28.8782235088687,742780.0,0.03939759100688113,South Asia,South Asia,Low income,69.1761,34.5228,16.752205789454937,3.3630877992818258
Afghanistan,1997,19357126.0,29.6497350121006,-867540.0,-0.0448176036049979,South Asia,South Asia,Low income,69.1761,34.5228,16.77857117837963,3.3894531882065158
Afghanistan,1998,19737765.0,30.2327681279294,884328.0,0.04480385697164801,South Asia,South Asia,Low income,69.1761,34.5228,16.79804436367503,3.4089263735019166
Afghanistan,1999,20170844.0,30.8961247434366,433079.0,0.02147054431634095,South Asia,South Asia,Low income,69.1761,34.5228,16.819748753378196,3.4306307632050856
Afghanistan,2000,20779953.0,31.8291103758846,609109.0,0.02931233771317962,South Asia,South Asia,Low income,69.1761,34.5228,16.849499281842615,3.460381291669503
Afghanistan,2001,21606988.0,33.0958980485862,827035.0,0.03827627432384375,South Asia,South Asia,Low income,69.1761,34.5228,16.88852733885208,3.499409348678967
Afghanistan,2002,22600770.0,34.6180957632571,744193.0,0.0329277719298944,South Asia,South Asia,Low income,69.1761,34.5228,16.93349453445858,3.5443765442854667
Afghanistan,2003,23680871.0,36.272510185951,2073883.0,0.08757629734142802,South Asia,South Asia,Low income,69.1761,34.5228,16.980178149398228,3.591060159225115
Afghanistan,2004,24726684.0,37.8744049260178,1045813.0,0.04229491508040464,South Asia,South Asia,Low income,69.1761,34.5228,17.02339354235494,3.6342755521818235
Afghanistan,2005,25654277.0,39.2952194957571,927593.0,0.036157440726160395,South Asia,South Asia,Low income,69.1761,34.5228,17.060220860320086,3.671102870146973
Afghanistan,2006,26433049.0,40.488081671415,778772.0,0.029462057139151825,South Asia,South Asia,Low income,69.1761,34.5228,17.090125641258684,3.7010076510855723
Afghanistan,2007,27100536.0,41.5104861685507,-1046361.0,-0.0386103433526185,South Asia,South Asia,Low income,69.1761,34.5228,17.11506406425212,3.725946074079009
Afghanistan,2008,27722276.0,42.4628189810986,1289227.0,0.04650509215044248,South Asia,South Asia,Low income,69.1761,34.5228,17.137746835697506,3.7486288455243946
Afghanistan,2009,28394813.0,43.4929586741415,672537.0,0.02368520616776029,South Asia,South Asia,Low income,69.1761,34.5228,17.161717045605492,3.772599055432382
Afghanistan,2010,29185507.0,44.7040820390283,790694.0,0.02709200837251174,South Asia,South Asia,Low income,69.1761,34.5228,17.189182808406777,3.800064818233665
Afghanistan,2011,30117413.0,46.1315029255889,931906.0,0.03094243187487584,South Asia,South Asia,Low income,69.1761,34.5228,17.220614067432994,3.831496077259879
Afghanistan,2012,31161376.0,47.7305639800263,521769.0,0.0167440937139617,South Asia,South Asia,Low income,69.1761,34.5228,17.25468993717027,3.865571946997154
Afghanistan,2013,32269589.0,49.4280381705113,2152176.0,0.06669362910076108,South Asia,South Asia,Low income,69.1761,34.5228,17.289635827659463,3.900517837486351
Afghanistan,2014,33370794.0,51.1147780534877,1101205.0,0.03299906499078206,South Asia,South Asia,Low income,69.1761,34.5228,17.32319164427128,3.934073654098165
Afghanistan,2015,34413603.0,52.7120715007812,1042809.0,0.030302232521250392,South Asia,South Asia,Low income,69.1761,34.5228,17.35396248022591,3.9648444900527977
Afghanistan,2016,35383128.0,54.1971142358239,969525.0,0.027400771350684427,South Asia,South Asia,Low income,69.1761,34.5228,17.381745654319783,3.9926276641466703
Afghanistan,2017,36296400.0,55.5959930153479,-314602.0,-0.0086675813579308,South Asia,South Asia,Low income,69.1761,34.5228,17.40722912076334,4.018111130590226
Afghanistan,2018,37172386.0,56.937760009803,1789258.0,0.04813406381823324,South Asia,South Asia,Low income,69.1761,34.5228,17.43107673176557,4.04195874159246
Albania,1961,1659800.0,60.5766423357664,51000.0,0.030726593565489818,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.322207671146485,4.1039093787703225
Albania,1962,1711319.0,62.456897810219,-99.0,-5.785011444388802e-05,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.352774976174393,4.1344766837982325
Albania,1963,1762621.0,64.3292335766423,102821.0,0.0583341512440848,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.382312463794356,4.164014171418194
Albania,1964,1814135.0,66.2093065693431,51514.0,0.028395902179275522,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.41111932805679,4.192821035680628
Albania,1965,1864791.0,68.0580656934307,50656.0,0.027164438266808453,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.438659540437211,4.220361248061051
Albania,1966,1914573.0,69.8749270072993,49782.0,0.026001620204609593,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.465005179232621,4.246706886856461
Albania,1967,1965598.0,71.7371532846715,-99.0,-5.036635161411438e-05,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.491307082687571,4.273008790311409
Albania,1968,2022272.0,73.8055474452555,107699.0,0.05325643632508387,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.519732189792466,4.301433897416305
Albania,1969,2081695.0,75.9742700729927,59423.0,0.028545488171898382,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.54869302366979,4.3303947312936275
Albania,1970,2135479.0,77.9371897810219,53784.0,0.025185918475433382,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.57420153545272,4.35590324307656
Albania,1971,2187853.0,79.8486496350365,52374.0,0.02393853700408574,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.59843125562351,4.380132963247348
Albania,1972,2243126.0,81.8659124087591,-99.0,-4.413483683038759e-05,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.62338098669054,4.405082694314379
Albania,1973,2296752.0,83.8230656934307,108899.0,0.047414348610559605,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.647006508929023,4.428708216552862
Albania,1974,2350124.0,85.7709489051095,53372.0,0.022710291031451956,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.669978650685714,4.451680358309553
Albania,1975,2404831.0,87.7675547445255,54707.0,0.02274879191094925,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.692990188782657,4.474691896406495
Albania,1976,2458526.0,89.7272262773723,53695.0,0.021840322209323797,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.71507254133241,4.496774248956249
Albania,1977,2513546.0,91.7352554744526,-99.0,-3.938658771313515e-05,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.737205063120964,4.518906770744803
Albania,1978,2566266.0,93.6593430656934,107740.0,0.04198317711414171,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.757962482074218,4.539664189698056
Albania,1979,2617832.0,95.5413138686131,51566.0,0.019697979091095226,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.777857052269933,4.559558759893771
Albania,1980,2671997.0,97.5181386861314,54165.0,0.020271355095084313,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.798336690883552,4.580038398507391
Albania,1981,2726056.0,99.491094890511,54059.0,0.019830480371643137,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.818366433947642,4.60006814157148
Albania,1982,2784278.0,101.61598540146,-99.0,-3.555679425689532e-05,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.839499151772976,4.621200859396816
Albania,1983,2843960.0,103.794160583942,117904.0,0.04145768576210636,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.860708005108751,4.642409712732593
Albania,1984,2904429.0,106.001058394161,60469.0,0.02081958278202015,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.881747371288952,4.6634490789127945
Albania,1985,2964762.0,108.20299270073,60333.0,0.02035003146964242,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.902307317377666,4.684009025001505
Albania,1986,3022635.0,110.315145985401,57873.0,0.01914653936052484,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.92163952548604,4.703341233109874
Albania,1987,3083605.0,112.540328467153,-99.0,-3.21052793726823e-05,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.941609925047315,4.723311632671151
Albania,1988,3142336.0,114.683795620438,119701.0,0.038092998329904884,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.960477030336104,4.742178737959943
Albania,1989,3227943.0,117.808138686131,85607.0,0.026520604607950016,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.987355650223508,4.769057357847342
Albania,1990,3286542.0,119.946788321168,58599.0,0.017829986654666213,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,15.005346506156826,4.787048213780666
Albania,1991,3266790.0,119.225912408759,-19752.0,-0.006046302333483328,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.999318409362026,4.781020116985863
Albania,1992,3247039.0,118.505072992701,-443212.0,-0.1364972826011637,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.993254062100007,4.7749557697238485
Albania,1993,3227287.0,117.784197080292,-39503.0,-0.012240312063972,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.987152404172706,4.768854111796545
Albania,1994,3207536.0,117.063357664234,-19751.0,-0.006157686149118825,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.98101359910341,4.762715306727252
Albania,1995,3187784.0,116.342481751825,-19752.0,-0.0061961538171971505,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.97483656251904,4.7565382701428796
Albania,1996,3168033.0,115.621642335766,-19751.0,-0.006234467885909017,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.968621448528866,4.750323156152702
Albania,1997,3148281.0,114.900766423358,-179606.0,-0.0570489101830491,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.962367147559867,4.744068855183708
Albania,1998,3128530.0,114.179927007299,-39503.0,-0.012626696883200736,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.956073803634608,4.737775511258444
Albania,1999,3108778.0,113.459051094891,-19752.0,-0.006353621905456099,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.949740280894735,4.7314419885185774
Albania,2000,3089027.0,112.738211678832,-19751.0,-0.006393922746547699,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.9433667125553,4.725068420179137
Albania,2001,3060173.0,111.685145985401,-28854.0,-0.009428878694113045,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.93398200827818,4.7156837159020135
Albania,2002,3051010.0,111.350729927007,-176774.0,-0.0579395020009767,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.930983241307333,4.712684948931168
Albania,2003,3039616.0,110.934890510949,-20557.0,-0.006763025329515307,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.927241749614419,4.7089434572382585
Albania,2004,3026939.0,110.472226277372,-12677.0,-0.004188059290259896,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.92306243583516,4.704764143458996
Albania,2005,3011487.0,109.908284671533,-15452.0,-0.005131019991120665,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.91794453467094,4.69964624229478
Albania,2006,2992547.0,109.21704379562,-18940.0,-0.006329056820160218,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.911635422222425,4.693337129846258
Albania,2007,2970017.0,108.394781021898,-217358.0,-0.0731840928856636,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.904078234668225,4.685779942292065
Albania,2008,2947314.0,107.566204379562,-45233.0,-0.015347194089262292,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.896404805076802,4.67810651270064
Albania,2009,2927519.0,106.843759124088,-19795.0,-0.0067616982161345495,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.889665864612283,4.671367572236124
Albania,2010,2913021.0,106.314635036496,-14498.0,-0.00497696377746676,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.884701244978409,4.666402952602243
Albania,2011,2905195.0,106.02901459854,-7826.0,-0.0026937950808809735,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.882011071660763,4.663712779284599
Albania,2012,2900401.0,105.854051094891,-136590.0,-0.0470934881073341,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.880359561259546,4.662061268883389
Albania,2013,2895092.0,105.660291970803,-10103.0,-0.0034896991183699863,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.878527447413482,4.660229155037321
Albania,2014,2889104.0,105.441751824818,-5988.0,-0.0020726149006750883,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.876456977415875,4.6581586850397185
Albania,2015,2880703.0,105.135145985401,-8401.0,-0.002916302027664775,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.873544919547472,4.655246627171305
Albania,2016,2876101.0,104.967189781022,-4602.0,-0.001600082889995866,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.871946115426194,4.653647823050033
Albania,2017,2873457.0,104.870693430657,-69998.0,-0.0243602044505973,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.871026392488751,4.65272810011259
Albania,2018,2866376.0,104.612262773723,-9725.0,-0.0033927858731722564,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,19.8172,41.3317,14.868559072065933,4.650260779689775
Algeria,1961,11336339.0,4.75968787525087,278476.0,0.024564897009519564,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.243523964633816,1.5601820936670752
Algeria,1962,11619828.0,4.87871388144802,-282941.0,-0.0243498440768658,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.268223507213083,1.5848816362463432
Algeria,1963,11912803.0,5.0017226901341,576464.0,0.04839029068137868,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.293124262088064,1.6097823911213238
Algeria,1964,12221675.0,5.13140603088498,308872.0,0.02527247697226444,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.31872157269087,1.6353797017241287
Algeria,1965,12550885.0,5.26962850688992,329210.0,0.026230022823091757,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.34530173898408,1.661959868017341
Algeria,1966,12902627.0,5.41731129342414,351742.0,0.027261270127393437,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.37294149201025,1.689599621043509
Algeria,1967,13275026.0,5.57366715090648,-121335.0,-0.0091400950928457,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.401395083659096,1.7180532126923562
Algeria,1968,13663583.0,5.73680712420331,760956.0,0.05569227339563861,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.430244676394917,1.7469028054281759
Algeria,1969,14061722.0,5.90397020665564,398139.0,0.028313673104901377,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.458966911954015,1.775625040987275
Algeria,1970,14464985.0,6.07328465743532,403263.0,0.027878563303038336,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.487241459406007,1.8038995884392663
Algeria,1971,14872250.0,6.244279392377,407265.0,0.02738422229319706,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.515007618355092,1.8316657473883518
Algeria,1972,15285990.0,6.41799272800558,-253436.0,-0.0165796261805745,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.54244728059137,1.859105409624633
Algeria,1973,15709825.0,6.59594456153904,837575.0,0.053315361565135194,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.569796870768105,1.8864549998013644
Algeria,1974,16149025.0,6.78034756102681,439200.0,0.027196688344962004,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.59737023429348,1.9140283633267374
Algeria,1975,16607707.0,6.97293029465853,458682.0,0.027618623088666003,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.625377422691937,1.942035551725196
Algeria,1976,17085801.0,7.17366337215649,478094.0,0.02798194828559691,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.65375832566345,1.9704164546967087
Algeria,1977,17582904.0,7.3823775894934,-224833.0,-0.0127870231220053,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.68243762429263,1.9990957533258877
Algeria,1978,18102266.0,7.60043749527656,1016465.0,0.05615125752764875,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.711547681770185,2.028205810803443
Algeria,1979,18647815.0,7.82949230394585,545549.0,0.02925538461208458,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.7412395390136,2.0578976680468584
Algeria,1980,19221665.0,8.0704296018877,573850.0,0.0298543336386312,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.771548586266356,2.088206715299614
Algeria,1981,19824301.0,8.32345302174041,602636.0,0.030398852398377123,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.80241906635161,2.1190771953848695
Algeria,1982,20452902.0,8.58737813531284,-81020.0,-0.0039612960547114,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.83363533747569,2.15029346650895
Algeria,1983,21101875.0,8.85985665941707,1277574.0,0.06054315078636377,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.864872457057494,2.1815305860907532
Algeria,1984,21763575.0,9.13767875586756,661700.0,0.030404012208472185,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.89574825873693,2.212406387770189
Algeria,1985,22431502.0,9.41811532744968,667927.0,0.029776294070722506,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.92597686814206,2.24263499717532
Algeria,1986,23102389.0,9.69979468791724,670887.0,0.0290397239869868,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.95544659005797,2.272104719091231
Algeria,1987,23774284.0,9.98189726838362,-93302.0,-0.00392449253151,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,16.984115050274525,2.3007731793077837
Algeria,1988,24443467.0,10.2628611855198,1341078.0,0.05486447564905584,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,17.011873539817305,2.3285316688505606
Algeria,1989,25106190.0,10.5411127998858,662723.0,0.02639679696521057,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,17.038624987243708,2.3552831162769667
Algeria,1990,25758869.0,10.8151473292635,652679.0,0.025338030175160252,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,17.06428955295706,2.38094768199032
Algeria,1991,26400479.0,11.0845344160152,641610.0,0.024302968139328078,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,17.08889271189134,2.4055508409246005
Algeria,1992,27028326.0,11.3481429543107,-128679.0,-0.0047608941819038,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,17.112395985147245,2.429054114180504
Algeria,1993,27635515.0,11.603078001797,1235036.0,0.04469017494336545,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,17.134612278863806,2.4512704078970655
Algeria,1994,28213774.0,11.8458664673726,578259.0,0.020495627419429955,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,17.155320856376804,2.4719789854100647
Algeria,1995,28757785.0,12.0742755296548,544011.0,0.018916999344699183,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,17.174419071161335,2.4910772001945958
Algeria,1996,29266405.0,12.2878252873949,508620.0,0.017378970871208814,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,17.191950829122778,2.508608958156036
Algeria,1997,29742979.0,12.4879201760058,-164413.0,-0.005527791953859,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,17.208103662103532,2.524761791136792
Algeria,1998,30192754.0,12.6767632067312,926349.0,0.030681169395809338,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,17.22311251978155,2.539770648814809
Algeria,1999,30623406.0,12.8575772334512,430652.0,0.014062838078821147,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,3.05097,36.7397,17.23727517649498,2.55393330552824
